Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A665160,Cora,10/14/2013 02:38:00 PM,10/14/2013 02:38:00 PM,4Th St And Navasota in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Sable/White,Cora,10/18/2013 05:16:00 PM,10/18/2013 05:16:00 PM,06/14/2013,Dog,Intact Female,4 months,German Shepherd Mix,Sable/White,0.0
A664151,Mantequilla,10/15/2016 01:32:00 PM,10/15/2016 01:32:00 PM,Oltorf And Douglas in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair,Red,Mantequilla,10/30/2016 06:59:00 PM,10/30/2016 06:59:00 PM,09/30/2008,Dog,Neutered Male,8 years,Chihuahua Shorthair,Red,0.0
A734330,*Dustin,09/05/2016 11:26:00 AM,09/05/2016 11:26:00 AM,2101 Burton Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White,*Dustin,11/04/2016 09:31:00 AM,11/04/2016 09:31:00 AM,08/05/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White,0.0
A759331,*Tony,09/30/2017 03:01:00 PM,09/30/2017 03:01:00 PM,8108 Canoga in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Black Smoke,*Tony,12/12/2017 02:05:00 PM,12/12/2017 02:05:00 PM,12/30/2016,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Black Smoke,0.0
A796720,Lorenzo,06/04/2019 04:23:00 PM,06/04/2019 04:23:00 PM,10509 Man-O-War Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Doberman Pinsch,Black/Tan,Lorenzo,06/06/2019 07:03:00 PM,06/06/2019 07:03:00 PM,06/04/2018,Dog,Intact Male,1 year,Doberman Pinsch,Black/Tan,0.0
A785512,*Quincy,12/04/2018 10:51:00 AM,12/04/2018 10:51:00 AM,11724 Gemmer Street in Travis (TX),Stray,Injured,Cat,Intact Female,8 months,Domestic Shorthair Mix,Tortie,*Quincy,10/10/2019 01:45:00 PM,10/10/2019 01:45:00 PM,04/04/2018,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A666138,Bella,11/06/2013 08:44:00 AM,11/06/2013 08:44:00 AM,9920 Quail Blvd in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby,Bella,12/29/2013 03:39:00 PM,12/29/2013 03:39:00 PM,07/05/2011,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby,0.0
A691490,Dixie,11/05/2014 02:19:00 PM,11/05/2014 02:19:00 PM,6118 Fairway St#135 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Manchester Terrier Mix,Brown Brindle,Dixie,11/09/2014 05:37:00 PM,11/09/2014 05:37:00 PM,06/05/2014,Dog,Spayed Female,5 months,Manchester Terrier Mix,Brown Brindle,0.0
A792908,,04/16/2019 11:20:00 PM,04/16/2019 11:20:00 PM,10505 S Ih 35 in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Bat Mix,Brown,,04/17/2019 04:35:00 PM,04/17/2019 04:35:00 PM,04/16/2018,Other,Unknown,1 year,Bat Mix,Brown,1.0
A671129,,01/18/2014 06:10:00 PM,01/18/2014 06:10:00 PM,6401 Manchaca in Austin (TX),Wildlife,Sick,Other,Unknown,4 weeks,Raccoon,Brown/Black,,01/19/2014 08:55:00 AM,01/19/2014 08:55:00 AM,12/18/2013,Other,Unknown,4 weeks,Raccoon,Brown/Black,1.0
A796591,,06/03/2019 12:39:00 PM,06/03/2019 12:39:00 PM,Cesar Chavez And Navasota in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby,,06/03/2019 06:26:00 PM,06/03/2019 06:26:00 PM,04/03/2019,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby,0.0
A694569,,12/30/2014 03:41:00 PM,12/30/2014 03:41:00 PM,50002 Westgate Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,5 days,Domestic Shorthair Mix,Blue/White,,01/02/2015 02:10:00 PM,01/02/2015 02:10:00 PM,12/25/2014,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue/White,0.0
A725347,*Reeses,04/28/2016 12:24:00 PM,04/28/2016 12:24:00 PM,12440 La Guardia Ln in Del Valle (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,*Reeses,06/07/2016 12:53:00 PM,06/07/2016 12:53:00 PM,03/28/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A761611,,11/07/2017 12:39:00 PM,11/07/2017 12:39:00 PM,6815 Montana Street in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby,,11/11/2017 01:23:00 PM,11/11/2017 01:23:00 PM,11/07/2012,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby,0.0
A792575,Macy,04/12/2019 12:37:00 PM,04/12/2019 12:37:00 PM,11202 Georgian Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Standard Poodle Mix,White,Macy,04/13/2019 02:49:00 PM,04/13/2019 02:49:00 PM,04/12/2016,Dog,Intact Female,3 years,Standard Poodle Mix,White,0.0
A771519,,05/06/2018 11:54:00 AM,05/06/2018 11:54:00 AM,11416 Robert Wooding Drive in Austin (TX),Stray,Normal,Other,Unknown,1 year,Ferret Mix,Black/Tan,,05/10/2018 01:20:00 PM,05/10/2018 01:20:00 PM,05/06/2017,Other,Unknown,1 year,Ferret Mix,Black/Tan,0.0
A678104,,05/04/2014 09:00:00 AM,05/04/2014 09:00:00 AM,12034 Research Blvd in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange,,05/04/2014 05:28:00 PM,05/04/2014 05:28:00 PM,04/25/2014,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange,0.0
A801399,*Simon,12/01/2019 12:22:00 PM,12/01/2019 12:22:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,Red,*Simon,08/17/2019 05:58:00 PM,08/17/2019 05:58:00 PM,08/03/2018,Dog,Neutered Male,1 year,Pit Bull,Red,0.0
A720466,Axel,02/11/2016 11:18:00 AM,02/11/2016 11:18:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,10 years,Doberman Pinsch,Black/Tan,Axel,02/16/2016 11:16:00 AM,02/16/2016 11:16:00 AM,02/11/2006,Dog,Neutered Male,10 years,Doberman Pinsch,Black/Tan,0.0
A736819,,10/17/2016 03:34:00 PM,10/17/2016 03:34:00 PM,1020 Grove Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,10/17/2016 04:59:00 PM,10/17/2016 04:59:00 PM,10/17/2014,Other,Unknown,2 years,Bat,Brown,1.0
A771438,,05/05/2018 11:02:00 AM,05/05/2018 11:02:00 AM,9704 Chukar Circle in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,,05/05/2018 12:17:00 PM,05/05/2018 12:17:00 PM,04/28/2018,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,0.0
A672487,,02/11/2014 12:50:00 PM,02/11/2014 12:50:00 PM,1011 Lott Ave in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Shorthair Mix,Torbie,,02/11/2014 07:27:00 PM,02/11/2014 07:27:00 PM,02/11/2010,Cat,Intact Female,4 years,Domestic Shorthair Mix,Torbie,0.0
A727400,*Ford,05/21/2016 04:30:00 PM,05/21/2016 04:30:00 PM,Mopac & W Slaughter Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Ford,07/02/2016 10:03:00 AM,07/02/2016 10:03:00 AM,04/09/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A688987,Tank,04/28/2017 06:23:00 PM,04/28/2017 06:23:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,Blue/White,Tank,05/06/2017 12:04:00 PM,05/06/2017 12:04:00 PM,09/27/2013,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,Blue/White,0.0
A668963,Merle,12/12/2013 12:51:00 PM,12/12/2013 12:51:00 PM,8950 Research Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/White,Merle,12/12/2013 03:13:00 PM,12/12/2013 03:13:00 PM,12/12/2011,Other,Unknown,2 years,Raccoon Mix,Black/White,1.0
A742711,,01/26/2017 02:44:00 PM,01/26/2017 02:44:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,,01/30/2017 05:15:00 PM,01/30/2017 05:15:00 PM,01/26/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0.0
A791492,Lily,03/26/2019 01:37:00 PM,03/26/2019 01:37:00 PM,183 And Jamestown Drive in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Labrador Retriever/Dachshund,Black/White,Lily,03/31/2019 05:47:00 PM,03/31/2019 05:47:00 PM,07/27/2018,Dog,Spayed Female,8 months,Labrador Retriever/Dachshund,Black/White,0.0
A706922,Layla Lee,07/05/2015 12:48:00 PM,07/05/2015 12:48:00 PM,Greenbelt At Gus Fruh in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,White/Brown,Layla Lee,07/09/2015 04:57:00 PM,07/09/2015 04:57:00 PM,12/09/2014,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,White/Brown,0.0
A706969,*Hailey,07/06/2015 11:14:00 AM,07/06/2015 11:14:00 AM,Oliver Drive & Hwy 290 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/White,*Hailey,07/13/2015 04:53:00 PM,07/13/2015 04:53:00 PM,01/06/2013,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,0.0
A772971,Jackson,05/25/2018 03:54:00 PM,05/25/2018 03:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Border Collie Mix,Tricolor/White,Jackson,05/28/2018 11:52:00 AM,05/28/2018 11:52:00 AM,05/25/2016,Dog,Neutered Male,2 years,Border Collie Mix,Tricolor/White,0.0
A673790,*Timmy,03/02/2014 02:59:00 PM,03/02/2014 02:59:00 PM,9700 Stonelake Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Siamese Mix,Seal Point,*Timmy,03/09/2014 01:33:00 PM,03/09/2014 01:33:00 PM,03/02/2009,Cat,Neutered Male,5 years,Siamese Mix,Seal Point,0.0
A677776,,04/29/2014 11:56:00 AM,04/29/2014 11:56:00 AM,Schebler St & Arrowmound Pass in Del Valle (TX),Stray,Normal,Cat,Intact Male,6 days,Domestic Shorthair Mix,Orange Tabby,,04/29/2014 01:38:00 PM,04/29/2014 01:38:00 PM,04/23/2014,Cat,Intact Male,6 days,Domestic Shorthair Mix,Orange Tabby,0.0
A722521,,03/18/2016 08:09:00 AM,03/18/2016 08:09:00 AM,Howard / Dessau in Pflugerville (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,,03/18/2016 10:28:00 AM,03/18/2016 10:28:00 AM,03/15/2016,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0.0
A690121,*Frannie,10/14/2014 04:26:00 PM,10/14/2014 04:26:00 PM,Peyton Gin Rd & Ohlen Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull/Plott Hound,Brown Brindle/White,*Frannie,10/18/2014 12:31:00 PM,10/18/2014 12:31:00 PM,07/15/2014,Dog,Intact Female,3 months,Pit Bull/Plott Hound,Brown Brindle/White,0.0
A726051,*Harley,05/05/2016 02:14:00 PM,05/05/2016 02:14:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black Brindle/White,*Harley,05/22/2016 03:24:00 PM,05/22/2016 03:24:00 PM,05/05/2015,Dog,Neutered Male,1 year,Pit Bull Mix,Black Brindle/White,0.0
A421087,Pumpkin,03/30/2015 12:31:00 PM,03/30/2015 12:31:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,11 years,Shetland Sheepdog/Keeshond,White/Brown,Pumpkin,04/05/2015 02:04:00 PM,04/05/2015 02:04:00 PM,03/30/2004,Dog,Spayed Female,11 years,Shetland Sheepdog/Keeshond,White/Brown,0.0
A778222,,08/10/2018 01:40:00 PM,08/10/2018 01:40:00 PM,505 E Huntland Dr in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black,,08/12/2018 08:40:00 AM,08/12/2018 08:40:00 AM,08/10/2017,Other,Unknown,1 year,Bat,Black,1.0
A749429,Astroth,05/15/2017 08:29:00 AM,05/15/2017 08:29:00 AM,1200 Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Brown Brindle/White,Astroth,05/16/2017 04:21:00 PM,05/16/2017 04:21:00 PM,09/15/2016,Dog,Intact Male,7 months,Pit Bull Mix,Brown Brindle/White,0.0
A682531,,06/29/2014 11:34:00 AM,06/29/2014 11:34:00 AM,11901 Springwater Circle in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,,06/30/2014 09:00:00 AM,06/30/2014 09:00:00 AM,06/29/2012,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A766795,Maggie,02/16/2018 04:45:00 PM,02/16/2018 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,13 years,Labrador Retriever Mix,Black/Brown,Maggie,07/16/2018 05:37:00 PM,07/16/2018 05:37:00 PM,02/16/2005,Dog,Spayed Female,13 years,Labrador Retriever Mix,Black/Brown,0.0
A752039,,06/17/2017 10:12:00 AM,06/17/2017 10:12:00 AM,5900 Manor Rd in Austin (TX),Stray,Injured,Cat,Unknown,3 months,Domestic Shorthair Mix,Gray,,06/17/2017 10:50:00 AM,06/17/2017 10:50:00 AM,03/17/2017,Cat,Unknown,3 months,Domestic Shorthair Mix,Gray,1.0
A749679,Theo,05/18/2017 11:56:00 AM,05/18/2017 11:56:00 AM,1706 River Hills Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Mastiff Mix,Black Brindle/White,Theo,05/19/2017 03:17:00 PM,05/19/2017 03:17:00 PM,05/18/2016,Dog,Neutered Male,1 year,Mastiff Mix,Black Brindle/White,0.0
A793270,Charlie,04/22/2019 02:44:00 PM,04/22/2019 02:44:00 PM,2501 Wickersham Lane in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,Charlie,04/22/2019 05:50:00 PM,04/22/2019 05:50:00 PM,04/22/2017,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A771723,Finn,05/09/2018 01:13:00 PM,05/09/2018 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Orange Tabby/White,Finn,07/01/2019 01:50:00 PM,07/01/2019 01:50:00 PM,05/09/2006,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Orange Tabby/White,0.0
A758392,,09/15/2017 04:56:00 PM,09/15/2017 04:56:00 PM,5524 Bitterwood Drive in Austin (TX),Stray,Sick,Dog,Intact Male,6 months,Bluetick Hound Mix,Black/Brown,,09/15/2017 05:31:00 PM,09/15/2017 05:31:00 PM,03/15/2017,Dog,Intact Male,6 months,Bluetick Hound Mix,Black/Brown,1.0
A736447,Nibbler,10/10/2016 06:14:00 PM,10/10/2016 06:14:00 PM,10015 Lake Creek Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Beagle Mix,Tricolor,Nibbler,10/11/2016 01:10:00 PM,10/11/2016 01:10:00 PM,04/10/2014,Dog,Intact Male,2 years,Beagle Mix,Tricolor,0.0
A787182,*Corey,02/11/2019 12:32:00 PM,02/11/2019 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,*Corey,02/24/2019 12:48:00 PM,02/24/2019 12:48:00 PM,01/09/2018,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red/White,0.0
A678861,Mocha,05/13/2014 02:38:00 PM,05/13/2014 02:38:00 PM,Leander Dr in Leander (TX),Stray,Normal,Cat,Intact Female,1 month,Himalayan Mix,Blue Point,Mocha,05/14/2014 02:02:00 PM,05/14/2014 02:02:00 PM,04/06/2014,Cat,Intact Female,1 month,Himalayan Mix,Blue Point,0.0
A698600,Nuts,07/01/2015 04:32:00 PM,07/01/2015 04:32:00 PM,8700 Millway Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,17 years,Siamese Mix,Lynx Point,Nuts,07/18/2015 01:02:00 PM,07/18/2015 01:02:00 PM,03/14/1998,Cat,Spayed Female,17 years,Siamese Mix,Lynx Point,0.0
A792476,,04/11/2019 10:55:00 AM,04/11/2019 10:55:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair Mix,White/Blue,,06/11/2019 02:38:00 PM,06/11/2019 02:38:00 PM,04/11/2019,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Blue,0.0
A800106,,07/16/2019 11:54:00 AM,07/16/2019 11:54:00 AM,3111 Parker Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,,07/20/2019 04:06:00 PM,07/20/2019 04:06:00 PM,04/16/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby,0.0
A640115,Esmeralda,03/12/2017 09:50:00 AM,03/12/2017 09:50:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,Brown Brindle/White,Esmeralda,03/13/2017 04:18:00 PM,03/13/2017 04:18:00 PM,08/10/2012,Dog,Spayed Female,4 years,Labrador Retriever Mix,Brown Brindle/White,0.0
A723188,Huesos,11/28/2015 11:32:00 AM,11/28/2015 11:32:00 AM,9312 Sprinkle Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Fawn/White,Huesos,12/07/2015 12:20:00 PM,12/07/2015 12:20:00 PM,07/28/2009,Dog,Neutered Male,6 years,Pit Bull Mix,Fawn/White,0.0
A749046,*Apple,05/10/2017 02:08:00 PM,05/10/2017 02:08:00 PM,Mustang Ridge (TX),Stray,Normal,Dog,Intact Female,4 years,Shiba Inu,Tan/Black,*Apple,05/29/2017 04:59:00 PM,05/29/2017 04:59:00 PM,05/10/2013,Dog,Spayed Female,4 years,Shiba Inu,Tan/Black,0.0
A677443,,04/25/2014 11:00:00 AM,04/25/2014 11:00:00 AM,10616 Mellow Meadows in Austin (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Longhair Mix,Blue/White,,05/10/2014 04:10:00 PM,05/10/2014 04:10:00 PM,04/25/2010,Cat,Neutered Male,4 years,Domestic Longhair Mix,Blue/White,0.0
A712912,*Goofy,09/29/2015 11:36:00 PM,09/29/2015 11:36:00 PM,Hwy 71 And Scene Brooks Area in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Australian Cattle Dog Mix,Tan/White,*Goofy,10/04/2015 06:03:00 PM,10/04/2015 06:03:00 PM,10/30/2014,Dog,Neutered Male,11 months,Australian Cattle Dog Mix,Tan/White,0.0
A672084,Luz,02/03/2014 04:35:00 PM,02/03/2014 04:35:00 PM,6300 E.290 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Shepherd/Labrador Retriever,White/Brown Brindle,Luz,02/03/2014 05:20:00 PM,02/03/2014 05:20:00 PM,02/03/2013,Dog,Spayed Female,1 year,Australian Shepherd/Labrador Retriever,White/Brown Brindle,0.0
A746656,*Perry,04/06/2017 11:37:00 AM,04/06/2017 11:37:00 AM,1300 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,White,*Perry,04/17/2017 07:04:00 PM,04/17/2017 07:04:00 PM,07/06/2016,Dog,Neutered Male,9 months,Chihuahua Shorthair Mix,White,0.0
A680605,*Sasha,06/04/2014 04:48:00 PM,06/04/2014 04:48:00 PM,10442 Fm 812 in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,Pointer Mix,Black/White,*Sasha,06/09/2014 12:41:00 PM,06/09/2014 12:41:00 PM,01/04/2014,Dog,Spayed Female,5 months,Pointer Mix,Black/White,0.0
A749169,Banana Joe,05/11/2017 06:21:00 PM,05/11/2017 06:21:00 PM,S Lexington St & E Parsons St in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Tan/White,Banana Joe,05/15/2017 03:28:00 PM,05/15/2017 03:28:00 PM,05/11/2016,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan/White,0.0
A759385,,10/01/2017 12:23:00 PM,10/01/2017 12:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,,10/06/2017 02:21:00 PM,10/06/2017 02:21:00 PM,07/27/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,0.0
A668387,*Ricky,12/03/2013 11:05:00 AM,12/03/2013 11:05:00 AM,7100 U.S. 290 in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,*Ricky,12/09/2013 03:04:00 PM,12/09/2013 03:04:00 PM,09/18/2013,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A724816,Rey,09/13/2017 11:39:00 AM,09/13/2017 11:39:00 AM,Cedar Park (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Red/White,Rey,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,12/07/2015,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Red/White,0.0
A679446,*Rasputin,05/21/2014 12:01:00 PM,05/21/2014 12:01:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Blue,*Rasputin,07/05/2014 04:00:00 PM,07/05/2014 04:00:00 PM,05/21/2010,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Blue,0.0
A678036,,05/02/2014 10:18:00 PM,05/02/2014 10:18:00 PM,8805 North Plz in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black,,05/03/2014 11:09:00 AM,05/03/2014 11:09:00 AM,04/02/2014,Other,Unknown,4 weeks,Bat,Brown/Black,1.0
A754375,,07/19/2017 03:45:00 PM,07/19/2017 03:45:00 PM,10111 Rodriguez Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan/Black,,07/24/2017 12:00:00 PM,07/24/2017 12:00:00 PM,04/19/2017,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Tan/Black,0.0
A809285,*Parker,11/22/2019 12:07:00 PM,11/22/2019 12:07:00 PM,2607 Parker Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever,Brown/White,*Parker,12/03/2019 05:58:00 PM,12/03/2019 05:58:00 PM,11/22/2017,Dog,Neutered Male,2 years,Labrador Retriever,Brown/White,0.0
A724663,Kenny,04/20/2016 11:18:00 AM,04/20/2016 11:18:00 AM,12600 Claremont Cir in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 years,Bichon Frise Mix,White,Kenny,04/21/2016 04:19:00 PM,04/21/2016 04:19:00 PM,04/20/2012,Dog,Neutered Male,4 years,Bichon Frise Mix,White,0.0
A796025,,05/27/2019 05:29:00 PM,05/27/2019 05:29:00 PM,1000 E 41St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,05/27/2019 05:31:00 PM,05/27/2019 05:31:00 PM,05/27/2018,Other,Unknown,1 year,Bat,Brown,1.0
A759142,Bohdi,09/27/2017 04:30:00 PM,09/27/2017 04:30:00 PM,15209 Pocmont Trl in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,German Shepherd Mix,Tan/Black,Bohdi,10/01/2017 06:01:00 PM,10/01/2017 06:01:00 PM,11/27/2016,Dog,Neutered Male,10 months,German Shepherd Mix,Tan/Black,0.0
A794178,*Fozzy,05/04/2019 03:14:00 PM,05/04/2019 03:14:00 PM,Sahara Ave And Caper Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,*Fozzy,06/22/2019 06:34:00 PM,06/22/2019 06:34:00 PM,04/08/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A705083,,06/12/2015 06:36:00 PM,06/12/2015 06:36:00 PM,4110 Guadalupe in Austin (TX),Wildlife,Injured,Other,Unknown,4 weeks,Squirrel,Brown,,06/12/2015 06:39:00 PM,06/12/2015 06:39:00 PM,05/12/2015,Other,Unknown,4 weeks,Squirrel,Brown,1.0
A646642,Valentino,04/22/2017 09:46:00 AM,04/22/2017 09:46:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair/Bichon Frise,Tan,Valentino,04/24/2017 02:57:00 PM,04/24/2017 02:57:00 PM,12/12/2012,Dog,Neutered Male,4 years,Chihuahua Shorthair/Bichon Frise,Tan,0.0
A792903,,04/16/2019 06:55:00 PM,04/16/2019 06:55:00 PM,2412 Bitter Creek in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Calico,,04/18/2019 10:03:00 AM,04/18/2019 10:03:00 AM,04/09/2019,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Calico,0.0
A756478,Chelsie,08/20/2017 01:02:00 PM,08/20/2017 01:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,16 years,Domestic Shorthair Mix,Brown Tabby,Chelsie,11/10/2017 10:19:00 AM,11/10/2017 10:19:00 AM,08/20/2001,Cat,Spayed Female,16 years,Domestic Shorthair Mix,Brown Tabby,1.0
A709918,Francis,10/05/2019 04:20:00 PM,10/05/2019 04:20:00 PM,11505 Hereford Street in Travis (TX),Stray,Normal,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,White/Brown,Francis,10/13/2019 05:40:00 PM,10/13/2019 05:40:00 PM,02/14/2015,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,White/Brown,0.0
A802344,,08/16/2019 04:49:00 PM,08/16/2019 04:49:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,,10/15/2019 02:22:00 PM,10/15/2019 02:22:00 PM,07/26/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,0.0
A706492,Destiny,06/29/2015 03:11:00 PM,06/29/2015 03:11:00 PM,Riverside And Ih-35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Dachshund Mix,Black/White,Destiny,07/05/2015 04:44:00 PM,07/05/2015 04:44:00 PM,04/29/2015,Dog,Spayed Female,2 months,Dachshund Mix,Black/White,0.0
